_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,chemical_disease_relationships,comment_box,chemical_disease_relationships_gold,choice_0_ids,choice_0_label,choice_1_ids,choice_1_label,choice_2_ids,choice_2_label,choice_3_ids,choice_3_label,choice_4_ids,choice_4_label,form_abstract,form_title,pmid,uniq_id
739660086,6/19/2015 00:30:20,false,1665411847,,6/19/2015 00:29:42,false,neodev,0.8889,33203286,USA,NY,Brooklyn,67.86.239.107,"choice_0
choice_1
choice_2
choice_3
choice_4
none_are_true",,,D020117_induces_D016171,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",D020117_induces_D017180,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C063968_induces_D016171,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C063968_induces_D017180,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",D016593_induces_D016171,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>","1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span> and <span class=""chemical"">E4031</span>. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), terodiline (76 nM), <span class=""chemical"">cisapride</span> (11 nM) and <span class=""chemical"">E4031</span> (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span>) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of <span class=""chemical"">E4031</span>, <span class=""chemical"">cisapride</span>, <span class=""chemical"">terfenadine</span> and terodiline on monophasic action potential duration in dog.",11569530,bcv_id_0
739660086,6/19/2015 00:31:30,false,1665412995,,6/19/2015 00:30:39,false,elite,0.7778,28769627,SAU,10,Riyadh,77.31.61.166,"choice_0
choice_1
choice_2
choice_3",,,D020117_induces_D016171,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",D020117_induces_D017180,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C063968_induces_D016171,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C063968_induces_D017180,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",D016593_induces_D016171,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>","1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span> and <span class=""chemical"">E4031</span>. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), terodiline (76 nM), <span class=""chemical"">cisapride</span> (11 nM) and <span class=""chemical"">E4031</span> (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span>) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of <span class=""chemical"">E4031</span>, <span class=""chemical"">cisapride</span>, <span class=""chemical"">terfenadine</span> and terodiline on monophasic action potential duration in dog.",11569530,bcv_id_0
739660086,6/19/2015 00:37:16,false,1665418608,,6/19/2015 00:30:23,false,clixsense,0.875,31178177,PHL,"","",49.151.3.34,"choice_0
choice_1
choice_2
choice_3
choice_4",,,D020117_induces_D016171,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",D020117_induces_D017180,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C063968_induces_D016171,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C063968_induces_D017180,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",D016593_induces_D016171,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>","1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span> and <span class=""chemical"">E4031</span>. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), terodiline (76 nM), <span class=""chemical"">cisapride</span> (11 nM) and <span class=""chemical"">E4031</span> (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span>) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of <span class=""chemical"">E4031</span>, <span class=""chemical"">cisapride</span>, <span class=""chemical"">terfenadine</span> and terodiline on monophasic action potential duration in dog.",11569530,bcv_id_0
739660086,6/19/2015 00:39:37,false,1665420942,,6/19/2015 00:30:32,false,neodev,1.0,29150840,PHL,"","",121.54.54.165,"choice_0
choice_2
choice_4",,,D020117_induces_D016171,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",D020117_induces_D017180,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C063968_induces_D016171,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C063968_induces_D017180,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",D016593_induces_D016171,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>","1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span> and <span class=""chemical"">E4031</span>. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), terodiline (76 nM), <span class=""chemical"">cisapride</span> (11 nM) and <span class=""chemical"">E4031</span> (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span>) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of <span class=""chemical"">E4031</span>, <span class=""chemical"">cisapride</span>, <span class=""chemical"">terfenadine</span> and terodiline on monophasic action potential duration in dog.",11569530,bcv_id_0
739660086,6/19/2015 00:43:00,false,1665424014,,6/19/2015 00:30:35,false,clixsense,0.8333,27026688,TWN,03,Taipei,220.136.84.221,"choice_0
choice_2
choice_4",,,D020117_induces_D016171,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",D020117_induces_D017180,"<span class=""chemical"">cisapride</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C063968_induces_D016171,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C063968_induces_D017180,"<span class=""chemical"">E4031</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",D016593_induces_D016171,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>","1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and terodiline). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span> and <span class=""chemical"">E4031</span>. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), terodiline (76 nM), <span class=""chemical"">cisapride</span> (11 nM) and <span class=""chemical"">E4031</span> (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, terodiline, <span class=""chemical"">cisapride</span>) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of <span class=""chemical"">E4031</span>, <span class=""chemical"">cisapride</span>, <span class=""chemical"">terfenadine</span> and terodiline on monophasic action potential duration in dog.",11569530,bcv_id_0
739660087,6/19/2015 00:33:34,false,1665414971,,6/19/2015 00:32:59,false,neodev,1.0,32088050,USA,IL,Chicago,65.60.7.148,"choice_0
choice_1
choice_2
choice_3
choice_4
none_are_true",,,D016593_induces_D017180,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C010637_induces_D016171,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C010637_induces_D017180,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",empty,This choice intentionally left blank.,empty,This choice intentionally left blank.,"1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span>). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride and E4031. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), <span class=""chemical"">terodiline</span> (76 nM), cisapride (11 nM) and E4031 (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of E4031, cisapride, <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span> on monophasic action potential duration in dog.",11569530,bcv_id_1
739660087,6/19/2015 00:34:27,false,1665415919,,6/19/2015 00:33:25,false,elite,0.9,33078019,MEX,11,Guanajuato,189.167.35.198,"choice_0
choice_1
choice_2
none_are_true",,,D016593_induces_D017180,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C010637_induces_D016171,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C010637_induces_D017180,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",empty,This choice intentionally left blank.,empty,This choice intentionally left blank.,"1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span>). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride and E4031. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), <span class=""chemical"">terodiline</span> (76 nM), cisapride (11 nM) and E4031 (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of E4031, cisapride, <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span> on monophasic action potential duration in dog.",11569530,bcv_id_1
739660087,6/19/2015 00:41:58,false,1665422939,,6/19/2015 00:33:01,false,neodev,0.8333,32872588,USA,NY,Bayside,96.250.81.151,"choice_0
choice_1
choice_2",,,D016593_induces_D017180,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C010637_induces_D016171,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C010637_induces_D017180,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",empty,This choice intentionally left blank.,empty,This choice intentionally left blank.,"1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span>). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride and E4031. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), <span class=""chemical"">terodiline</span> (76 nM), cisapride (11 nM) and E4031 (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of E4031, cisapride, <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span> on monophasic action potential duration in dog.",11569530,bcv_id_1
739660087,6/19/2015 00:44:10,false,1665425187,,6/19/2015 00:33:03,false,clixsense,1.0,32313654,BRA,06,Fortaleza,187.114.118.232,"choice_0
choice_1
choice_2",,,D016593_induces_D017180,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C010637_induces_D016171,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C010637_induces_D017180,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",empty,This choice intentionally left blank.,empty,This choice intentionally left blank.,"1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span>). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride and E4031. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), <span class=""chemical"">terodiline</span> (76 nM), cisapride (11 nM) and E4031 (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of E4031, cisapride, <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span> on monophasic action potential duration in dog.",11569530,bcv_id_1
739660087,6/19/2015 01:10:05,false,1665449225,,6/19/2015 01:03:21,false,clixsense,0.875,31178177,PHL,"","",49.151.3.34,"choice_0
choice_1
choice_2",,,D016593_induces_D017180,"<span class=""chemical"">terfenadine</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",C010637_induces_D016171,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">Torsades de pointes</span>",C010637_induces_D017180,"<span class=""chemical"">terodiline</span> contributes to or acts as a marker for <span class=""disease"">ventricular tachycardia</span>",empty,This choice intentionally left blank.,empty,This choice intentionally left blank.,"1. <span class=""disease"">Torsades de pointes</span> (<span class=""disease"">TDP</span>) is a potentially fatal <span class=""disease"">ventricular tachycardia</span> associated with increases in QT interval and monophasic action potential duration (MAPD). <span class=""disease"">TDP</span> is a side-effect that has led to withdrawal of several drugs from the market (e.g. <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span>). 2. The potential of compounds to cause <span class=""disease"">TDP</span> was evaluated by monitoring their effects on MAPD in dog. Four compounds known to increase QT interval and cause <span class=""disease"">TDP</span> were investigated: <span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride and E4031. On the basis that only free drug in the systemic circulation will elicit a pharmacological response target, free concentrations in plasma were selected to mimic the free drug exposures in man. Infusion regimens were designed that rapidly achieved and maintained target-free concentrations of these drugs in plasma and data on the relationship between free concentration and changes in MAPD were obtained for these compounds. 3. These data indicate that the free ED50 in plasma for <span class=""chemical"">terfenadine</span> (1.9 nM), <span class=""chemical"">terodiline</span> (76 nM), cisapride (11 nM) and E4031 (1.9 nM) closely correlate with the free concentration in man causing QT effects. For compounds that have shown <span class=""disease"">TDP</span> in the clinic (<span class=""chemical"">terfenadine</span>, <span class=""chemical"">terodiline</span>, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins. These data underline the need to maximize the therapeutic ratio with respect to <span class=""disease"">TDP</span> in potential development candidates and the importance of using free drug concentrations in pharmacokinetic/pharmacodynamic studies.","Pharmacokinetic/pharmacodynamic assessment of the effects of E4031, cisapride, <span class=""chemical"">terfenadine</span> and <span class=""chemical"">terodiline</span> on monophasic action potential duration in dog.",11569530,bcv_id_1
